_id,playerId,gameId,createdAt,data.tangram,data.group,data.ownGroup,data.id,data.text,data.loadingNextRound,data.community,data.engaged,data.correctness,data.english,data.human,data.newpartner,data.strategy,data.fair,data.feedback,data.satisfied,data.workedWell,data.perspective,data.chatComfort,data.chatUseful,data.events,data.recipientGroup
WJM2AzyfdEWBQk8bT,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:09Z,/experiment/tangram_H.png,blue,blue,blueH,the nug,true,,,,,,,,,,,,,,,,
oaLqvrjTosEK9EihD,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:12Z,/experiment/tangram_A.png,blue,blue,blueA,xcbvxcvbxcvb,true,,,,,,,,,,,,,,,,
GfwrArsupgo7yb42E,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:15Z,/experiment/tangram_G.png,blue,blue,blueG,the don quixote,true,,,,,,,,,,,,,,,,
9PJjB6xeHFMyEWvYX,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:16Z,/experiment/tangram_D.png,blue,blue,blueD,retert,true,,,,,,,,,,,,,,,,
C8Kzuxiwr5dKFHa6N,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:19Z,/experiment/tangram_B.png,blue,blue,blueB,cvbncvbncbvn,true,,,,,,,,,,,,,,,,
Zv4DhvCh3ZYBqZ7i9,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:20Z,/experiment/tangram_E.png,blue,blue,blueE,rabbit,true,,,,,,,,,,,,,,,,
2mw693jZk3QkCJ3XK,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:23Z,/experiment/tangram_C.png,blue,blue,blueC,hi,true,,,,,,,,,,,,,,,,
QdWmJ8CQdWMF4SZxi,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:26Z,/experiment/tangram_F.png,blue,blue,blueF,sad man,true,,,,,,,,,,,,,,,,
qaLMxerMt63Sa5DYk,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:28Z,/experiment/tangram_G.png,blue,blue,blueG,idk,true,,,,,,,,,,,,,,,,
5qEcwTQG42AxfafPS,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:32Z,/experiment/tangram_C.png,blue,blue,blueC,woohoo guy,true,,,,,,,,,,,,,,,,
3eZRTzWWzaJDzSfWG,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:34Z,/experiment/tangram_F.png,blue,blue,blueF,L09 ,true,,,,,,,,,,,,,,,,
D2g6qCyWKL7NKjqjF,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:37Z,/experiment/tangram_B.png,blue,blue,blueB,no idea,true,,,,,,,,,,,,,,,,
sfd8bj43BNFC2hgBc,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:38Z,/experiment/tangram_H.png,blue,blue,blueH,bxcvbxcv,true,,,,,,,,,,,,,,,,
NzKdeocZojdsqHsce,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:26:43Z,/experiment/tangram_E.png,blue,blue,blueE,bunny,true,,,,,,,,,,,,,,,,
SBMrHjo8v4FDqxFFR,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:26:57Z,/experiment/tangram_D.png,blue,blue,blueD,handing out something,true,,,,,,,,,,,,,,,,
ifRATdPAFsagPHyX4,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:27:03Z,/experiment/tangram_A.png,blue,blue,blueA,falling,true,,,,,,,,,,,,,,,,
Y8Rh48a3PHQX6AhE7,LzECgNJgcnwDJXWQu,wTiH3nuga3FJSTn6x,2022-03-14T20:27:03Z,,,,,,,red,10,no,no,no,no,,no,no,veryDissatisfied,stronglyDisagree,,,no,,
p6p9eNWbkgoAkxHrx,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:12Z,/experiment/tangram_D.png,blue,blue,blueD,zcvzcvzxcv,true,,,,,,,,,,,,,,,,
PzudK9dCYHM9ohB34,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:16Z,/experiment/tangram_B.png,blue,blue,blueB,werwer,true,,,,,,,,,,,,,,,,
eKbgXksYqzsABMdwr,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:19Z,/experiment/tangram_C.png,blue,blue,blueC,xcvbxcvb,true,,,,,,,,,,,,,,,,
ow5aaaycWJAuiKtCm,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:34Z,/experiment/tangram_A.png,blue,blue,blueA,adfasdf,true,,,,,,,,,,,,,,,,
FdR3ssBnyQhvKsQsx,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:37Z,/experiment/tangram_E.png,blue,blue,blueE,cvbncvbn,true,,,,,,,,,,,,,,,,
5CNbnTZ8FKBQFtDpD,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:40Z,/experiment/tangram_H.png,blue,blue,blueH,ghjkgjhk,true,,,,,,,,,,,,,,,,
7xYp4NLf8NKwRPRsW,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:44Z,/experiment/tangram_G.png,blue,blue,blueG,zxcvzxcv,true,,,,,,,,,,,,,,,,
z59zA6uJAr3MR7vYG,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:48Z,/experiment/tangram_F.png,blue,blue,blueF,xcvbcxvb,true,,,,,,,,,,,,,,,,
4aGKfTifmyJLQ7r2k,JsXWYDvoKGWMNwwPf,wTiH3nuga3FJSTn6x,2022-03-14T20:27:50Z,,,,,,,,10,,,,,,,,,,,,,,
MiR8fdC3baRZhvxaD,gemMBe7e7LSbcNFp6,wTiH3nuga3FJSTn6x,2022-03-14T20:27:57Z,,,,,,,blue,10,yes,yes,yes,yes,asdf asdf ,asdf asdf ,asdf asdf ,verySatisfied,agree,,,asdf asdf ,,
JcBYASicRtDYksPjB,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:28:10Z,/experiment/tangram_C.png,blue,blue,blueC,asdf asdf ,true,,,,,,,,,,,,,,,,
mhAbm32NYGZE6zyXB,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:28:14Z,/experiment/tangram_B.png,blue,blue,blueB,asdf asdf ,true,,,,,,,,,,,,,,,,
xYNTFcWPqB4pXNyCk,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:28:17Z,/experiment/tangram_D.png,blue,blue,blueD,asdf asdf ,true,,,,,,,,,,,,,,,,
YJY4RXpCtvLSduDi3,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:28:19Z,/experiment/tangram_A.png,blue,blue,blueA,asdf asdf ,true,,,,,,,,,,,,,,,,
xhz8tNdJXisrYzJXF,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:28:56Z,/experiment/tangram_F.png,blue,blue,blueF,asd asdf,true,,,,,,,,,,,,,,,,
QsZaPxuqHY2H6MNSy,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:28:59Z,/experiment/tangram_H.png,blue,blue,blueH,asdf asdf ,true,,,,,,,,,,,,,,,,
MSEApiYdHu2XycazZ,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:29:01Z,/experiment/tangram_G.png,blue,blue,blueG,asdf asdf ,true,,,,,,,,,,,,,,,,
r9yczyc4RmwkdWi6h,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:29:04Z,/experiment/tangram_E.png,blue,blue,blueE,asdf asdf,true,,,,,,,,,,,,,,,,
vDBaAE6FJTMTQuZrb,nkse6SckH4febazrc,wTiH3nuga3FJSTn6x,2022-03-14T20:29:14Z,,,,,,,red,7,yes,yes,no,no,asdf,d,s,neutral,stronglyDisagree,,,d,,
wKDtPcZfFZYMjmjd5,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:49:38Z,/experiment/tangram_D.png,,blue,blueD,"standing with hands out with a diamond head\n",true,,,,,,,,,,,,,,,,blue
scQWx5jgfm8YvjgYn,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:49:38Z,/experiment/tangram_H.png,,blue,redH,diamond shape square head ,true,,,,,,,,,,,,,,,,red
sobtLrGKgJZdb3Bbt,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:49:44Z,/experiment/tangram_E.png,,blue,redE,two triangles on top of a square on top of another triangle ,true,,,,,,,,,,,,,,,,red
8nRYEq29JrXSBStEC,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:49:54Z,/experiment/tangram_F.png,,blue,redF,sat down with foot sticking out square head ,true,,,,,,,,,,,,,,,,red
ANrTEfxd5kE6phKci,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:04Z,/experiment/tangram_G.png,,blue,redG,triangle hand bottom right ,true,,,,,,,,,,,,,,,,red
mJo8wwKDXSov9Tp6m,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:06Z,/experiment/tangram_G.png,,blue,redG,"square and triangle on top, with a triangle on the bottom right ",true,,,,,,,,,,,,,,,,red
jTLrnodvC7s67AwcZ,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:10Z,/experiment/tangram_A.png,,blue,blueA,"standing with one leg raised with diamond on back\n",true,,,,,,,,,,,,,,,,blue
j9WY3gEtWa3RtqYYZ,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:13Z,/experiment/tangram_E.png,,blue,redE,two triangles on head ,true,,,,,,,,,,,,,,,,red
rbNx8qs7GqidhrR8F,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:16Z,/experiment/tangram_A.png,,blue,redA,"someone walking while looking backwards\n",true,,,,,,,,,,,,,,,,red
5ChiPYPcYZ5B9pPeg,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:34Z,/experiment/tangram_F.png,,blue,redF,"like a side view of man sitting down with legs sticking out and knees bent, square head ",true,,,,,,,,,,,,,,,,red
TKdhkWXsBJ8Eh95Kk,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:35Z,/experiment/tangram_C.png,,blue,redC,flying open arms diamond square head,true,,,,,,,,,,,,,,,,red
fLpH2NdtzP7T3TcwS,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:39Z,/experiment/tangram_B.png,,blue,blueB,diamond on a triangle on a funny shape,true,,,,,,,,,,,,,,,,blue
6ytaaCxptFuy3mQ33,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:42Z,/experiment/tangram_D.png,,blue,redD,"someone stood up with arms out carrying something\n",true,,,,,,,,,,,,,,,,red
D8pfNzK63a6jtGGQG,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:44Z,/experiment/tangram_H.png,,blue,redH,a blob with a square on top ,true,,,,,,,,,,,,,,,,red
fM6d2AD2dbx4zrSnE,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:54Z,/experiment/tangram_D.png,,blue,redD,diamond shape square head reading a book ,true,,,,,,,,,,,,,,,,red
cb2THAM53rGHQJyBa,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:50:55Z,/experiment/tangram_C.png,,blue,blueC,floating with a diamond head,true,,,,,,,,,,,,,,,,blue
fRXBqyZ5bTRmCm2bW,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:05Z,/experiment/tangram_H.png,,blue,blueH,blob with diamond on top,true,,,,,,,,,,,,,,,,blue
QLA5NPEnnbq6nukPu,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:05Z,/experiment/tangram_C.png,,blue,redC,looks like a man with his arms opened out and square head ,true,,,,,,,,,,,,,,,,red
d7MiKSinFWKeJXfwn,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:15Z,/experiment/tangram_A.png,,blue,redA,zombie looking two feet slanted square head ,true,,,,,,,,,,,,,,,,red
bXJuZLF6PzDwxtsc8,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:17Z,/experiment/tangram_B.png,,blue,redB,"someone kneeling maybe, with triangle upper right",true,,,,,,,,,,,,,,,,red
pX6Zes2DMvjmb4ayw,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:51:29Z,/experiment/tangram_B.png,,blue,redB,Diamond on top with 2 triangles below,true,,,,,,,,,,,,,,,,red
ZLxCeJMCBgs3SKjLM,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:31Z,/experiment/tangram_G.png,,blue,blueG,sitting with one hand back and a square head,true,,,,,,,,,,,,,,,,blue
CXWkAS2RfcQ4TAaZk,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:36Z,/experiment/tangram_C.png,,blue,redC,legless body with arms in the air,true,,,,,,,,,,,,,,,,red
Re9vK8jirWgNN265w,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:39Z,/experiment/tangram_D.png,,blue,redD,looks like a side view of a man standing in a robe and holding something out ,true,,,,,,,,,,,,,,,,red
SR3cs3XLFnoPA6ZF2,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:43Z,/experiment/tangram_E.png,,blue,blueE,2 triangles on a square on a triangle,true,,,,,,,,,,,,,,,,blue
SPXm9xAjEAyZZTsj4,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:46Z,/experiment/tangram_B.png,,blue,redB,kneeling diamond shape square head foot sticking out on left ,true,,,,,,,,,,,,,,,,red
kinsxMMdN9FY4QS3N,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:51:50Z,/experiment/tangram_E.png,,blue,redE,triangle ears/hat,true,,,,,,,,,,,,,,,,red
43de9KN87Zf88dH4y,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:51:56Z,/experiment/tangram_H.png,,blue,redH,bottle with diamond lid,true,,,,,,,,,,,,,,,,red
26qKFzRhfL2dyPy9p,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:00Z,/experiment/tangram_A.png,,blue,redA,"Square top right. Looks like a person with 2 legs, one raised ",true,,,,,,,,,,,,,,,,red
WMA8aBKTQYSEPeXRa,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:02Z,/experiment/tangram_F.png,,blue,redF,someone sat on bottom with legs out,true,,,,,,,,,,,,,,,,red
CrzJ7kMXS3ALbyrNB,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:02Z,/experiment/tangram_F.png,,blue,blueF,sitting with knees bent looking down,true,,,,,,,,,,,,,,,,blue
EnGWCrMyi87D2WNL9,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:05Z,/experiment/tangram_E.png,,blue,redE,"rabbit sitting down\n",true,,,,,,,,,,,,,,,,red
hZPxdFwTxH6bFRrqA,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:05Z,/experiment/tangram_B.png,,blue,redB,sqaure and triangle on the top with triangle on bottom left ,true,,,,,,,,,,,,,,,,red
LAvMAq6P9nQrcjBwR,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:05Z,/experiment/tangram_G.png,,blue,redG,1 square ear 1 triangle ear,true,,,,,,,,,,,,,,,,red
9Jb2Jd44xuo9Q2awE,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:16Z,/experiment/tangram_G.png,,blue,redG,square ear and triangle ear,true,,,,,,,,,,,,,,,,red
NAM9RRsXJFZnvo5a6,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:18Z,/experiment/tangram_D.png,,blue,redD,Person with diamond head carrying a square ,true,,,,,,,,,,,,,,,,red
wwG77pvJfEgfEWMjQ,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:23Z,/experiment/tangram_H.png,,blue,redH,someone kneeling down from behind,true,,,,,,,,,,,,,,,,red
hzhjJwXbzhTHeSPpL,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:24Z,/experiment/tangram_F.png,,blue,redF,person sitting down,true,,,,,,,,,,,,,,,,red
KL7MuPA3MWSMvLTig,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:25Z,/experiment/tangram_A.png,,blue,redA,looks like a man walking with a square on his back,true,,,,,,,,,,,,,,,,red
kCTJsomTdoP9inaa6,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:32Z,/experiment/tangram_F.png,,blue,redF,sitting reading facing left,true,,,,,,,,,,,,,,,,red
8HSsHAEeAbwMKTmEm,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:34Z,/experiment/tangram_C.png,,blue,redC,Diamond head. Body floating with arms up,true,,,,,,,,,,,,,,,,red
6LW4NYdTLsDwmiNkp,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:40Z,/experiment/tangram_D.png,,blue,redD,priest reading bible,true,,,,,,,,,,,,,,,,red
CxMfxAh86XYKZSCbQ,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:43Z,/experiment/tangram_H.png,,blue,redH,Like a bottle with a diamond-shaped lid,true,,,,,,,,,,,,,,,,red
quE63jkzuMDmfBBSs,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:47Z,/experiment/tangram_H.png,,blue,redH,forward facing,true,,,,,,,,,,,,,,,,red
WZwgtMDY4w3D4zr7M,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:50Z,/experiment/tangram_F.png,,blue,redF,Person  sat down facing left ,true,,,,,,,,,,,,,,,,red
oyDhzfeKd2Cp4Sbna,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:51Z,/experiment/tangram_A.png,,blue,redA,person kicking ,true,,,,,,,,,,,,,,,,red
Ezz62EHDr4Ki2CuFw,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:57Z,/experiment/tangram_G.png,,blue,redG,"bit of a dancing pose, triangle bottom right",true,,,,,,,,,,,,,,,,red
MYTT5tfxdjuGeMcXe,TWuHKQ4ug3ATkxNXt,yaSSoefnWt2KKKe5Y,2022-05-25T21:52:57Z,,,,,,,blue,10,yes,yes,yes,yes,found a common description that worked for both of us,yes,,verySatisfied,agree,,,yes,,
ztKL2bbEyeLBPP9ir,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:52:58Z,/experiment/tangram_E.png,,blue,redE,Rabbit sat down facing right,true,,,,,,,,,,,,,,,,red
myRJTaiMJ7KpeWLGb,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:53:00Z,/experiment/tangram_C.png,,blue,redC,person diving for a ball,true,,,,,,,,,,,,,,,,red
7WftYxT3jTaQL84gG,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:53:12Z,/experiment/tangram_E.png,,blue,redE,rabbit sitting facing right,true,,,,,,,,,,,,,,,,red
nT4jqbuiv6jopua5u,pdcfpzEknd6MZ9Fba,yaSSoefnWt2KKKe5Y,2022-05-25T21:53:13Z,,,,,,,blue,10,yes,yes,yes,yes,be as short but descriptive as possible,yes,no,verySatisfied,stronglyAgree,,,yes,,
fXN48gJsSNZ7riiQf,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:53:15Z,/experiment/tangram_G.png,,blue,redG,Square top left opposite triangle ,true,,,,,,,,,,,,,,,,red
jjfsB2yiJGMG6pXpd,Gsk9wfyztmMMsboDj,yaSSoefnWt2KKKe5Y,2022-05-25T21:53:18Z,,,,,,,blue,9,yes,yes,yes,yes,describe them simply ,yes,no,somewhatSatisfied,agree,,,yes,,
RkHtocBkbyBANMZ9f,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:53:20Z,/experiment/tangram_B.png,,blue,redB,sqaure on top with triangle underneath,true,,,,,,,,,,,,,,,,red
Tyjj6hEpwijC6CRpi,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:53:21Z,/experiment/tangram_G.png,,blue,redG,"Square in the top left, triangle in the top right ",true,,,,,,,,,,,,,,,,red
Xi63cSesPS4cogpcB,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:53:23Z,/experiment/tangram_H.png,,blue,redH,Bottle with diamond top ,true,,,,,,,,,,,,,,,,red
zH78oyj4TNafon9gK,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:54:06Z,/experiment/tangram_E.png,,blue,redE,Like a rabbit sitting down or a right-angle triangle in the bottom left corner,true,,,,,,,,,,,,,,,,red
r2nZnJSLGkCdvaPgF,gwsH5KiNdqjPbxHeh,wsHxcQMsocXdSP4Xj,2022-05-25T21:54:22Z,,,,,,,blue,9,yes,yes,yes,no,tried to be as clear as i could,yes,none,somewhatSatisfied,agree,,,yes,,
e2C7K3ioEyqt2mwrN,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:54:32Z,/experiment/tangram_F.png,,blue,redF,"Like a person sitting down with knees bent\n",true,,,,,,,,,,,,,,,,red
