_id,playerId,gameId,createdAt,data.tangram,data.group,data.ownGroup,data.id,data.text,data.loadingNextRound,data.community,data.engaged,data.correctness,data.english,data.human,data.newpartner,data.strategy,data.fair,data.feedback,data.satisfied,data.workedWell,data.perspective,data.chatComfort,data.chatUseful,data.events,data.recipientGroup
5vRSrCbN5ChhYanoa,6kaMFu6qq8zRYowRw,wsHxcQMsocXdSP4Xj,2022-05-25T21:54:36Z,,,,,,,blue,8,yes,yes,no,no,"Be quick and concise, use similar words to partner to ensure mutual understanding ",No i want more obviously ,No,neutral,stronglyAgree,,,Yes,,
iN5yA7c7mWEXpnGFK,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:54:46Z,/experiment/tangram_B.png,,blue,redB,sugar lump on top of a coffee pot with a triangle lid which needs to be flipped up to close,true,,,,,,,,,,,,,,,,red
QyucTYaahQ4A4w7uE,bSPgQvCJa4Bqcqxir,yaSSoefnWt2KKKe5Y,2022-05-25T21:55:01Z,,,,,,,blue,10,yes,yes,no,no,Say what you see,yes,I had bad start as screen blanked out and when I refreshed it was on level 4.,somewhatSatisfied,agree,,,yes,,
AQH98GR6qJXJvnEqZ,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:55:05Z,/experiment/tangram_C.png,,blue,redC,Like a person going to save a goal with their arms up,true,,,,,,,,,,,,,,,,red
to4uExtDyFbNGYScs,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:55:52Z,/experiment/tangram_A.png,,blue,redA,Carrying a box on my back whilst walking left,true,,,,,,,,,,,,,,,,red
HqLJebxJmXAAeGgk8,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:55:57Z,/experiment/tangram_D.png,,blue,redD,person standing hands out stretched in front of them facing left ,true,,,,,,,,,,,,,,,,red
63GbaRNG7EfLfWMRw,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:56:32Z,/experiment/tangram_E.png,,red,blueE,"Rabbit ears, two triangles on head",true,,,,,,,,,,,,,,,,blue
2BpLjv8My26tRcmwT,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:56:43Z,/experiment/tangram_F.png,,red,blueF,"Sat down, feet to left",true,,,,,,,,,,,,,,,,blue
Tidtcs6aCe6FguqJj,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:56:45Z,/experiment/tangram_A.png,,red,blueA,"diamond head leaning to right, looks like is lifting on leg in the air",true,,,,,,,,,,,,,,,,blue
G8smAWxkbLR9axrp5,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:56:47Z,/experiment/tangram_D.png,,blue,redD,Diamond head man with upside-down  hat in hands,true,,,,,,,,,,,,,,,,red
QdJKYKncME93yFrns,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:56:54Z,/experiment/tangram_D.png,,red,blueD,like a priest,true,,,,,,,,,,,,,,,,blue
fzxuTYLcRthToEY4M,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:57:00Z,/experiment/tangram_G.png,,red,blueG,"Weirdest looking shapes, square and triangle head",true,,,,,,,,,,,,,,,,blue
W2BJL4iKH9mocFcjc,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:57:03Z,/experiment/tangram_A.png,,red,redA,"Dancing person with wings , square head",true,,,,,,,,,,,,,,,,red
aJh9X9AcZDbFemNJp,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:57:05Z,/experiment/tangram_C.png,,red,blueC,looks like somone falling with their arms in the air,true,,,,,,,,,,,,,,,,blue
AxzFPLhsWf2Nwwbt9,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:57:06Z,/experiment/tangram_C.png,,blue,redC,letter Y with a diamond in the top centre,true,,,,,,,,,,,,,,,,red
7dFuvAWNrH6mJnoPD,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:57:13Z,/experiment/tangram_H.png,,red,blueH,"Pregnant looking, triangle feet to left",true,,,,,,,,,,,,,,,,blue
ewJTjs8T5dqA7eg9o,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:57:25Z,/experiment/tangram_B.png,,red,blueB,lady gaga,true,,,,,,,,,,,,,,,,blue
cZCKMmoXfKN4ozS3y,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:57:29Z,/experiment/tangram_D.png,,red,redD,Looks like a monk praying,true,,,,,,,,,,,,,,,,red
XHzZX9choqamQ4PaG,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:57:31Z,/experiment/tangram_D.png,,red,blueD,looks like someone with wide sleeves with their arms held out to the left,true,,,,,,,,,,,,,,,,blue
mTKEgH3B9NueXnAaQ,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:57:41Z,/experiment/tangram_A.png,,red,blueA,"Bird beak, two feet one on floor and one in air\n\n",true,,,,,,,,,,,,,,,,blue
2EMzL6gF6BTDXe6a6,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T21:57:43Z,/experiment/tangram_B.png,,blue,redB,Kneeling monk with triangle coming from mouth,true,,,,,,,,,,,,,,,,red
nbuvtnkQ7QFuSsi8t,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T21:57:48Z,/experiment/tangram_A.png,,blue,redA,person walking left with a square on their back,true,,,,,,,,,,,,,,,,red
ckPsq3J98M6R7e8nY,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:57:55Z,/experiment/tangram_C.png,,red,blueC,"man leaning to left, with hands in air",true,,,,,,,,,,,,,,,,blue
ZdCKixpCHnPpiEyzN,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:58:01Z,/experiment/tangram_C.png,,red,blueC,hands up,true,,,,,,,,,,,,,,,,blue
Y8Afn3jAb4fs5SYkv,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:58:02Z,/experiment/tangram_B.png,,red,redB,"Diamond head, 2 triangles underneath , kneeling people",true,,,,,,,,,,,,,,,,red
3B2ecXAoh7zbDWxnh,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:58:05Z,/experiment/tangram_B.png,,red,blueB,looks like a mouse. square and triangle ears and point of a triangle makes the nose on the left hand side,true,,,,,,,,,,,,,,,,blue
2TDfDna5Yd7aFjmtu,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:58:24Z,/experiment/tangram_D.png,,red,blueD,"looks like they are holding a hat, stood up straight",true,,,,,,,,,,,,,,,,blue
8vpwXcjZo3b6YGbaH,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:58:25Z,/experiment/tangram_H.png,,red,blueH,"diamond head, long body, triangle pointing to right",true,,,,,,,,,,,,,,,,blue
wWJ2hiyZHJxLFq6XR,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:58:27Z,/experiment/tangram_A.png,,red,blueA,twisted head,true,,,,,,,,,,,,,,,,blue
bkHqrPRkPJnhFMDmH,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:58:31Z,/experiment/tangram_C.png,,red,redC,Parallelogram top fight and left.,true,,,,,,,,,,,,,,,,red
a4ZAMkucQkhmZKmyY,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:58:39Z,/experiment/tangram_F.png,,red,blueF,sitting down,true,,,,,,,,,,,,,,,,blue
KpPA7rThqBjeiD6Hx,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:58:42Z,/experiment/tangram_B.png,,red,blueB,"Loads of shapes, square on top, triangle of right",true,,,,,,,,,,,,,,,,blue
qZ4dYs4Kz2DMMHutT,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:58:48Z,/experiment/tangram_E.png,,red,redE,"Bunny ears, sitting down ",true,,,,,,,,,,,,,,,,red
fbwgXyH6W2bY8BYeL,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:58:49Z,/experiment/tangram_E.png,,red,blueE,bunny ears,true,,,,,,,,,,,,,,,,blue
vNEPHxR3fJRPdf9ha,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:58:51Z,/experiment/tangram_G.png,,red,blueG,"looks like someone dancing, lots of different shapes, diamond head leaning to left",true,,,,,,,,,,,,,,,,blue
2NBH6tkTErSznkNGD,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:58:59Z,/experiment/tangram_F.png,,red,redF,"Sitting, square head",true,,,,,,,,,,,,,,,,red
TSi7EBHdNDJagJGpy,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:59:07Z,/experiment/tangram_F.png,,red,blueF,looks like a man sitting down legs to the left,true,,,,,,,,,,,,,,,,blue
QoNbrSgqHuNDh72pD,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:59:28Z,/experiment/tangram_G.png,,red,blueG,kneeling square figure,true,,,,,,,,,,,,,,,,blue
RGvdPgmHr9wZEeaCh,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T21:59:29Z,/experiment/tangram_E.png,,red,blueE,"looks like bunny ears, two triangles coming out of top of a diamond",true,,,,,,,,,,,,,,,,blue
6ZaBCPFPu8JGg6i9Q,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:59:29Z,/experiment/tangram_G.png,,red,redG,"Square top left , parallelogram bottom left",true,,,,,,,,,,,,,,,,red
2Kf3uGtx8aZM96gK2,3po2pCre5CgtX7euo,EAxRXE75t42iKMLtA,2022-05-25T21:59:31Z,,,,,,,red,7,yes,yes,yes,yes,Talk about shapes and what they look like,yes,i had to refresh before i started and missed 5 rounds,somewhatSatisfied,agree,,,yes,,
sXp8Cr3B8BzymfzdG,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T21:59:41Z,/experiment/tangram_H.png,,red,blueH,no legs showing,true,,,,,,,,,,,,,,,,blue
NLM6EyguWZkQsktGo,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T21:59:48Z,/experiment/tangram_H.png,,red,redH,"No feet, long and thin diamond head",true,,,,,,,,,,,,,,,,red
RFEtRL8khs3LnBHr3,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:00:02Z,/experiment/tangram_B.png,,red,redB,person kneeling or crouching,true,,,,,,,,,,,,,,,,red
vC3ipWCRxsDnJqXYp,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:00:04Z,/experiment/tangram_D.png,,red,redD,"person standing with arms to the left, holding a tray",true,,,,,,,,,,,,,,,,red
uEYreMCFT9jsmK7ob,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:00:21Z,/experiment/tangram_B.png,,red,redB,Person kneeling sticking their arms out,true,,,,,,,,,,,,,,,,red
vKKTbYtGixCW8p3tz,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:00:24Z,/experiment/tangram_B.png,,red,redB,person sitting/kneeling with triangle on back of head,true,,,,,,,,,,,,,,,,red
s5EWt86XAkvro9CH3,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:00:25Z,/experiment/tangram_A.png,,red,redA,person standing on one leg,true,,,,,,,,,,,,,,,,red
Eo7FG8STfRmfr322f,avSXPP4tF6v6Z3hAq,EAxRXE75t42iKMLtA,2022-05-25T22:00:33Z,,,,,,,red,8,yes,yes,no,yes,to get mutal descriptions of the shapes so only one or two words required for us to identify,yes,no,somewhatSatisfied,agree,,,yes,,
A4kNs5fSTWrBsHbFJ,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:00:37Z,/experiment/tangram_D.png,,red,redD,Person standing with arms to the left.,true,,,,,,,,,,,,,,,,red
i3D8HnfBQb84D5Twi,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:00:45Z,/experiment/tangram_A.png,,red,redA,person standing with one foot stuck out,true,,,,,,,,,,,,,,,,red
r3QFjHDFnJQ7Gb3Xx,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:00:45Z,/experiment/tangram_D.png,,red,redD,"person standing looking left maybe holding a tray\n",true,,,,,,,,,,,,,,,,red
64xHK8KzEDaQLSyxP,3cNdpmDp6YkmE9HPv,EAxRXE75t42iKMLtA,2022-05-25T22:00:47Z,,,,,,,red,8,yes,yes,no,no,Try hard,Yes,No,somewhatSatisfied,agree,,,Yes,,
YpmBszHx7jonw98ks,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:00:50Z,/experiment/tangram_C.png,,red,redC,Person falling with arms up,true,,,,,,,,,,,,,,,,red
q2By4bjynvQRTYaFb,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:00:59Z,/experiment/tangram_C.png,,red,redC,person falling backwards with arms stretched out,true,,,,,,,,,,,,,,,,red
feu54CFpRd9w6q65L,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:01:00Z,/experiment/tangram_G.png,,red,blueG,Person with a sweeping tail gown at left,true,,,,,,,,,,,,,,,,blue
FPmLTLtD4mkAtiddR,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:01:02Z,/experiment/tangram_A.png,,red,redA,Person standing on one foot,true,,,,,,,,,,,,,,,,red
wK8pZmNQDZ35qNDot,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:01:06Z,/experiment/tangram_C.png,,red,redC,person leaning left with both arms up,true,,,,,,,,,,,,,,,,red
yefwWHGStHhacFDAE,6ppYmNd9mDPXaR9MZ,wsHxcQMsocXdSP4Xj,2022-05-25T22:01:08Z,,,,,,,blue,10,yes,yes,no,no,picking out shapes or recognisable positions relating to a human/animal,yes,there seemed to be a slight delay at the beginning of the questions but seemed ok the further into the time spent on the survey ,somewhatSatisfied,stronglyAgree,,,yes,,
oLod6xD8j8dy7uR2i,bXuH7inc2zA3trvbs,wsHxcQMsocXdSP4Xj,2022-05-25T22:01:20Z,,,,,,,blue,10,yes,yes,no,no,I used my own descriptions until I saw that my partners had better descriptions! also at the beginning of round 1 I was a little confused as I think I may have been a speaker not a listener maybe? I don't know?! ,"yes, I do",Thank you for inviting me to take part ,somewhatSatisfied,agree,,,"yes, it was.",,
t2k5CAJ5aT8o7PkbG,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:01:23Z,/experiment/tangram_H.png,,red,blueH,A person sitting like on a chair ,true,,,,,,,,,,,,,,,,blue
EsEfzaexBwsvJkLEo,Zvis4zQYCcmj9WPAS,EAxRXE75t42iKMLtA,2022-05-25T22:01:27Z,,,,,,,red,10,yes,yes,yes,yes,use the descriptions that we all agreed on in other rounds,could be more,no,somewhatSatisfied,agree,,,yes,,
uMakPvMekfKaipsZ2,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:01:44Z,/experiment/tangram_E.png,,red,blueE,Having two triangles on the head ,true,,,,,,,,,,,,,,,,blue
2owP5ntqGNfjWTy7u,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:01:50Z,/experiment/tangram_F.png,,red,redF,person sitting on the floor with their arms on their legs and heels on the floor,true,,,,,,,,,,,,,,,,red
pThhePsTvKuGo4m6q,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:01:53Z,/experiment/tangram_E.png,,red,redE,person sitting leaning against a wall with a headdress /hat,true,,,,,,,,,,,,,,,,red
fYoymPheS3uwpPkZt,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:01:59Z,/experiment/tangram_G.png,,red,redG,Person sitting with arms behind them,true,,,,,,,,,,,,,,,,red
Wps76aLYonLtnyu2x,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:02:10Z,/experiment/tangram_F.png,,red,blueF,A person sitting on the floor with legs out to left ,true,,,,,,,,,,,,,,,,blue
vfMK84P3BzYsjtZM8,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:02:21Z,/experiment/tangram_H.png,,red,redH,a person kneeling to the right with not much detail,true,,,,,,,,,,,,,,,,red
PdH7oaWTu5eQmX8Hj,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:02:23Z,/experiment/tangram_F.png,,red,redF,person sitting on the floor with head bowed down,true,,,,,,,,,,,,,,,,red
fGh94r63BJJvgT8e9,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:02:29Z,/experiment/tangram_C.png,,red,blueC,Person falling to left with arms up in air ,true,,,,,,,,,,,,,,,,blue
kDLdWNyGoNgmtTi4D,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:02:29Z,/experiment/tangram_F.png,,red,redF,"Person sitting with legs out, knees bent",true,,,,,,,,,,,,,,,,red
LAgnww3jMg7sXWDNE,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:02:40Z,/experiment/tangram_A.png,,red,blueA,Person standing on one foot ,true,,,,,,,,,,,,,,,,blue
8sQAeDivRdPMJbAb4,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:02:51Z,/experiment/tangram_B.png,,red,blueB,Kneeling or sitting ,true,,,,,,,,,,,,,,,,blue
LH9FMFkrkGG2bQ8jB,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:03:04Z,/experiment/tangram_H.png,,red,redH,Person sitting facing away,true,,,,,,,,,,,,,,,,red
dBu8zuEnEsh3nCezq,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:03:16Z,/experiment/tangram_D.png,,red,blueD,Person standing with arms out to left as if holding a book or tray ,true,,,,,,,,,,,,,,,,blue
AjKTNJyFFksn5gHnu,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:03:20Z,/experiment/tangram_G.png,,red,redG,a person with one leg stretched far back behind them and an arm stretched in the opposite direction. Their other leg is in the same direction as their arm,true,,,,,,,,,,,,,,,,red
EvjNHEufkfdyL9WPF,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:03:22Z,/experiment/tangram_E.png,,red,redE,Rabbit,true,,,,,,,,,,,,,,,,red
H4k3tJojtyvJoviDz,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:03:46Z,/experiment/tangram_E.png,,red,redE,"A person sat, looking right with 2 triangles on their head",true,,,,,,,,,,,,,,,,red
2krsBMpfRvw3nhZc8,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:03:51Z,/experiment/tangram_G.png,,red,redG,square on top to the left triangle to the bottom right,true,,,,,,,,,,,,,,,,red
ebwDcvmRGY5n5Ywpo,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:04:29Z,/experiment/tangram_H.png,,red,redH,person with arms not showing maybe down by their sides ,true,,,,,,,,,,,,,,,,red
whPWx9QXrjT6Hvc6Y,8YFWjNuom6bt9tfJG,5DPBkeiGxRisStRiY,2022-05-25T22:04:43Z,,,,,,,red,10,yes,no,yes,yes,Learning and applying ,Somewhat not so fair ,No it’s was alright ,verySatisfied,agree,,,Good ,,
5kReGiuM4WKcdpE4H,W4MQ5woSyJjCuAE5G,5DPBkeiGxRisStRiY,2022-05-25T22:04:56Z,,,,,,,red,10,yes,yes,yes,yes,Short but descriptive descriptions. Use same description for same object each time.  ,Yes,No problems,verySatisfied,stronglyAgree,,,Yes,,
QPLCDCX2kzpGrF5dt,NWBxYqkdH4xSzDiw9,5DPBkeiGxRisStRiY,2022-05-25T22:06:32Z,,,,,,,red,10,yes,yes,yes,yes,"describing as best i could, in a simple way",yes,"my laptop stopped responding for the first question, but was ok afterwards. ",verySatisfied,stronglyAgree,,,yes ,,
gH4HyG8zEngbpee8c,NqAQeDPXaQh2Xv2KD,5DPBkeiGxRisStRiY,2022-05-25T22:07:01Z,,,,,,,red,10,yes,yes,yes,no,"let the first person describing create names for each image, then use their names for the rest of the interaction",sure,there was a sitation where the image selection area updated and the chatbox did not. This lead to using the description for the previous round which remained in the chatbox,verySatisfied,stronglyAgree,,,yes,,
