_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.tangramURLs,data.partnerList,data.roleList,data.name,data.avatar,data.avatarName,data.nameColor,data.postTestGroup,data.postTestFirstSet,data.bonus,data.roomId,data.partner,data.role,data.clicked,data.exitTimeoutId,data.exited
YbNxtmiRbJXTs2LrL,,2022-05-25T21:23:12Z,2022-05-25T21:23:12Z,1,,2022-05-25T21:27:05Z,custom,,,2022-05-25T21:18:07Z,"/experiment/tangram_D.png,/experiment/tangram_C.png,/experiment/tangram_A.png,/experiment/tangram_B.png","SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Kayla,Kayla,#57AEC6,red,setB,0,room1,SHbgxdZByJ5zKdzsN,listener,false,1993,true
avSXPP4tF6v6Z3hAq,,2022-05-25T21:21:26Z,2022-05-25T21:21:26Z,1,"instructions,blueA,blueC,blueD,blueB,blueH,blueG,blueF,blueE,ExitSurvey",2022-05-25T21:55:52Z,finished,,,2022-05-25T21:18:14Z,"/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_G.png,/experiment/tangram_E.png","3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Noah,Noah,#A93849,blue,setA,1.6800000000000013,room1,Zvis4zQYCcmj9WPAS,speaker,/experiment/tangram_G.png,,
HFEedvPnjZqxGtrv9,,,,,,,,,,2022-05-25T21:19:00Z,,,,,,,,,,,,,,,,
mwnCYbiaYqXevrLMG,,2022-05-25T21:23:50Z,2022-05-25T21:23:50Z,1,,2022-05-25T21:27:05Z,custom,,,2022-05-25T21:19:21Z,"/experiment/tangram_A.png,/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_C.png","Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Oliver,Oliver,#5792C8,blue,setA,0,room0,Lh8xvM6SCfrxXj6wN,listener,/experiment/tangram_A.png,1023,true
3cNdpmDp6YkmE9HPv,,2022-05-25T21:23:57Z,2022-05-25T21:23:57Z,1,"instructions,RedA,RedD,RedB,RedC,RedE,RedF,RedG,RedH,ExitSurvey",2022-05-25T21:55:52Z,finished,,,2022-05-25T21:20:22Z,"/experiment/tangram_F.png,/experiment/tangram_E.png,/experiment/tangram_G.png,/experiment/tangram_H.png","avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Kaylee,Kaylee,#A93F39,red,setA,1.2300000000000009,room0,3po2pCre5CgtX7euo,listener,/experiment/tangram_E.png,,
Lh8xvM6SCfrxXj6wN,,2022-05-25T21:23:30Z,2022-05-25T21:23:30Z,1,,2022-05-25T21:27:05Z,custom,,,2022-05-25T21:20:35Z,"/experiment/tangram_A.png,/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_C.png","mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Aria,Aria,#29828D,red,setB,0,room0,mwnCYbiaYqXevrLMG,speaker,/experiment/tangram_A.png,2065,true
br9eXDkSdwDfLrZZM,,2022-05-25T21:27:22Z,2022-05-25T21:27:22Z,1,,,,,,2022-05-25T21:21:31Z,,,,,,,,,,,,,,,,
RrSmPG3HekXR2cS3S,,2022-05-25T21:28:44Z,2022-05-25T21:28:44Z,1,,,,,,2022-05-25T21:22:17Z,,,,,,,,,,,,,,,,
TSd8P242WFDSccgAD,,2022-05-25T21:27:28Z,2022-05-25T21:27:28Z,1,,,,,,2022-05-25T21:24:07Z,,,,,,,,,,,,,,,,
8YFWjNuom6bt9tfJG,,2022-05-25T21:31:07Z,2022-05-25T21:31:07Z,1,"instructions,blueG,blueH,blueE,blueF,blueC,blueA,blueB,blueD,ExitSurvey",2022-05-25T21:59:09Z,finished,,,2022-05-25T21:26:32Z,"/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_A.png,/experiment/tangram_C.png","W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NqAQeDPXaQh2Xv2KD,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Kaylee,Kaylee,#A93F39,blue,setB,1.410000000000001,room0,NWBxYqkdH4xSzDiw9,listener,/experiment/tangram_C.png,,
aggE53atYzzY6XH89,,2022-05-25T21:35:35Z,2022-05-25T21:35:35Z,1,,2022-05-25T22:47:14Z,custom,,,2022-05-25T21:32:56Z,"/experiment/tangram_A.png,/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_C.png","YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Cole,Cole,#A9385B,red,setB,0.06,room1,YZ3odM4DXkhxNyyxa,listener,false,546,true
uPH6hC5ZymXNoAXX4,,2022-05-25T21:37:08Z,2022-05-25T21:37:08Z,1,,,,,,2022-05-25T21:34:40Z,,,,,,,,,,,,,,,,
xGNeJEddRCD2QLDn6,,2022-05-25T21:36:51Z,2022-05-25T21:36:51Z,1,,2022-05-25T22:47:14Z,custom,,,2022-05-25T21:34:46Z,"/experiment/tangram_D.png,/experiment/tangram_A.png,/experiment/tangram_C.png,/experiment/tangram_B.png","FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Noah,Noah,#A93849,red,setA,0,room0,FBXmpAfz9SPaiQifY,listener,false,145,true
TKT5WSTsh4TmsGYio,,2022-05-25T21:49:53Z,2022-05-25T21:49:53Z,1,,,,,,2022-05-25T21:46:15Z,,,,,,,,,,,,,,,,
7wDhowzEfdquWuq5E,,2022-05-25T21:53:18Z,2022-05-25T21:53:18Z,1,,,,,,2022-05-25T21:51:13Z,,,,,,,,,,,,,,,,
KGi8vjQcJ5NjfrP5s,,2022-05-25T22:15:59Z,2022-05-25T22:15:59Z,1,,,,,,2022-05-25T22:12:59Z,,,,,,,,,,,,,,,,
HGKFLh2vwYvBPGqPM,,2022-05-25T22:18:57Z,2022-05-25T22:18:57Z,1,,,,,,2022-05-25T22:14:08Z,,,,,,,,,,,,,,,,
5CszMmExEwyuqd8K2,,2022-05-25T22:22:46Z,2022-05-25T22:22:46Z,1,,,,,,2022-05-25T22:19:06Z,,,,,,,,,,,,,,,,
w4E35WJmwYKFD72ES,,,,,,,,,,2022-05-25T22:31:23Z,,,,,,,,,,,,,,,,
FBXmpAfz9SPaiQifY,,2022-05-25T22:43:34Z,2022-05-25T22:43:34Z,1,,2022-05-25T22:47:14Z,custom,,,2022-05-25T22:41:08Z,"/experiment/tangram_D.png,/experiment/tangram_A.png,/experiment/tangram_B.png,/experiment/tangram_C.png","xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa,YZ3odM4DXkhxNyyxa","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Kaylee,Kaylee,#A93F39,red,setA,0,room0,xGNeJEddRCD2QLDn6,speaker,false,599,true
gomZQutRpbGb3zmAq,,2022-05-25T22:41:44Z,2022-05-25T22:41:44Z,1,,,,,,2022-05-25T22:41:12Z,,,,,,,,,,,,,,,,
YZ3odM4DXkhxNyyxa,,2022-05-25T22:45:04Z,2022-05-25T22:45:04Z,1,,2022-05-25T22:47:14Z,custom,,,2022-05-25T22:44:28Z,"/experiment/tangram_B.png,/experiment/tangram_C.png,/experiment/tangram_D.png,/experiment/tangram_A.png","aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,aggE53atYzzY6XH89,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,xGNeJEddRCD2QLDn6,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY,FBXmpAfz9SPaiQifY","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Alexandra,Alexandra,#D075A7,red,setA,0.06,room1,aggE53atYzzY6XH89,speaker,false,581,true
